2025-08-19 13:53:58.4501776 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(150): void __cdecl ch31::exercises::ex4::test(int,char **): Argument: D:\etmbms\vsprojects\profcppbook\x64\Debug\profcppbook.exe
2025-08-19 13:53:58.4524472 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(150): void __cdecl ch31::exercises::ex4::test(int,char **): Argument: -d
2025-08-19 13:53:58.4528570 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(128): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): given argument: ComplicatedClass
2025-08-19 13:56:39.6211936 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 13: UserCommand
2025-08-19 13:56:39.6216193 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 14: UserCommand
2025-08-19 13:56:39.6220616 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 15: UserCommand
2025-08-19 13:56:39.6226306 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 16: UserCommand
2025-08-19 13:56:39.6230726 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 17: UserCommand
2025-08-19 13:56:39.6235363 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 18: UserCommand
2025-08-19 13:56:39.6239601 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 19: UserCommand
2025-08-19 13:56:39.6244093 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 20: UserCommand
2025-08-19 13:56:39.6248624 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 21: UserCommand
2025-08-19 13:56:39.6253070 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 22: UserCommand
2025-08-19 13:56:39.6257902 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 23: UserCommand
2025-08-19 13:56:39.6262229 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 24: UserCommand
2025-08-19 13:56:39.6266667 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 25: UserCommand
2025-08-19 13:56:39.6271648 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 26: UserCommand
2025-08-19 13:56:39.6276862 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 27: UserCommand
2025-08-19 13:56:39.6281692 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 28: UserCommand
2025-08-19 13:56:39.6286260 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 29: UserCommand
2025-08-19 13:56:39.6290901 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 30: UserCommand
2025-08-19 13:56:39.6295583 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 31: UserCommand
2025-08-19 13:56:39.6299962 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 32: UserCommand
2025-08-19 13:56:39.6306113 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 33: UserCommand
2025-08-19 13:56:39.6310687 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 34: UserCommand
2025-08-19 13:56:39.6315256 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 35: UserCommand
2025-08-19 13:56:39.6320335 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 36: UserCommand
2025-08-19 13:56:39.6324798 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 37: UserCommand
2025-08-19 13:56:39.6329073 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 38: UserCommand
2025-08-19 13:56:39.6333223 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 39: UserCommand
2025-08-19 13:56:39.6337525 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 40: UserCommand
2025-08-19 13:56:39.6341801 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 41: UserCommand
2025-08-19 13:56:39.6346088 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 42: UserCommand
2025-08-19 13:56:39.6351204 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 43: UserCommand
2025-08-19 13:56:39.6357885 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 44: UserCommand
2025-08-19 13:56:39.6362152 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 45: UserCommand
2025-08-19 13:56:39.6367176 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 46: UserCommand
2025-08-19 13:56:39.6375963 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 47: UserCommand
2025-08-19 13:56:39.6381738 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 48: UserCommand
2025-08-19 13:56:39.6388077 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 49: UserCommand
2025-08-19 13:56:39.6393096 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 50: UserCommand
2025-08-19 13:56:39.6398754 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 51: UserCommand
2025-08-19 13:56:39.6403861 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 52: UserCommand
2025-08-19 13:56:39.6408714 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 53: UserCommand
2025-08-19 13:56:39.6413315 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 54: UserCommand
2025-08-19 13:56:39.6418236 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 55: UserCommand
2025-08-19 13:56:39.6422716 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 56: UserCommand
2025-08-19 13:56:39.6427031 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 57: UserCommand
2025-08-19 13:56:39.6431308 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 58: UserCommand
2025-08-19 13:56:39.6435766 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 59: UserCommand
2025-08-19 13:56:39.6440313 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 60: UserCommand
2025-08-19 13:56:39.6445053 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 61: UserCommand
2025-08-19 13:56:39.6449313 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 62: UserCommand
2025-08-19 13:56:39.6453454 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 63: UserCommand
2025-08-19 13:56:39.6457530 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 64: UserCommand
2025-08-19 13:56:39.6461821 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 65: UserCommand
2025-08-19 13:56:39.6466128 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 66: UserCommand
2025-08-19 13:56:39.6470320 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 67: UserCommand
2025-08-19 13:56:39.6474688 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 68: UserCommand
2025-08-19 13:56:39.6479249 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 69: UserCommand
2025-08-19 13:56:39.6483669 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 70: UserCommand
2025-08-19 13:56:39.6487783 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 71: UserCommand
2025-08-19 13:56:39.6491595 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 72: UserCommand
2025-08-19 13:56:39.6495495 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 73: UserCommand
2025-08-19 13:56:39.6499478 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 74: UserCommand
2025-08-19 13:56:39.6503384 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 75: UserCommand
2025-08-19 13:56:39.6507317 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 76: UserCommand
2025-08-19 13:56:39.6511205 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 77: UserCommand
2025-08-19 13:56:39.6515012 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 78: UserCommand
2025-08-19 13:56:39.6518874 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 79: UserCommand
2025-08-19 13:56:39.6522659 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 80: UserCommand
2025-08-19 13:56:39.6526525 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 81: UserCommand
2025-08-19 13:56:39.6530907 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 82: UserCommand
2025-08-19 13:56:39.6534876 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 83: UserCommand
2025-08-19 13:56:39.6539872 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 84: UserCommand
2025-08-19 13:56:39.6544177 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 85: UserCommand
2025-08-19 13:56:39.6548765 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 86: UserCommand
2025-08-19 13:56:39.6552831 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 87: UserCommand
2025-08-19 13:56:39.6557261 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 88: UserCommand
2025-08-19 13:56:39.6561778 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 89: UserCommand
2025-08-19 13:56:39.6566192 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 90: UserCommand
2025-08-19 13:56:39.6570345 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 91: UserCommand
2025-08-19 13:56:39.6574419 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 92: UserCommand
2025-08-19 13:56:39.6578486 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 93: UserCommand
2025-08-19 13:56:39.6583072 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 94: UserCommand
2025-08-19 13:56:39.6587384 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 95: UserCommand
2025-08-19 13:56:39.6591951 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 96: UserCommand
2025-08-19 13:56:39.6596594 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 97: UserCommand
2025-08-19 13:56:39.6600904 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 98: UserCommand
2025-08-19 13:56:39.6605216 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 99: UserCommand
2025-08-19 13:56:44.0700775 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(150): void __cdecl ch31::exercises::ex4::test(int,char **): Argument: D:\etmbms\vsprojects\profcppbook\x64\Debug\profcppbook.exe
2025-08-19 13:56:44.0722928 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(150): void __cdecl ch31::exercises::ex4::test(int,char **): Argument: -d
2025-08-19 13:56:44.0727282 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(128): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): given argument: ComplicatedClass
2025-08-19 13:56:44.0732456 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 0: UserCommand
2025-08-19 13:56:44.0737084 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 1: UserCommand
2025-08-19 13:56:44.0741201 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 2: UserCommand
2025-08-19 13:56:44.0745422 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 3: UserCommand
2025-08-19 13:56:44.0749528 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 4: UserCommand
2025-08-19 13:56:44.0753582 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 5: UserCommand
2025-08-19 13:56:44.0758146 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 6: UserCommand
2025-08-19 13:56:44.0762362 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 7: UserCommand
2025-08-19 13:56:44.0766463 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 8: UserCommand
2025-08-19 13:56:44.0770777 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 9: UserCommand
2025-08-19 13:56:44.0775220 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 10: UserCommand
2025-08-19 13:56:44.0779258 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 11: UserCommand
2025-08-19 13:56:44.0783892 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 12: UserCommand
2025-08-19 13:56:44.0787896 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 13: UserCommand
2025-08-19 13:56:44.0792150 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 14: UserCommand
2025-08-19 13:56:44.0796500 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 15: UserCommand
2025-08-19 13:56:44.0800720 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 16: UserCommand
2025-08-19 13:56:44.0805072 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 17: UserCommand
2025-08-19 13:56:44.0809657 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 18: UserCommand
2025-08-19 13:56:44.0814454 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 19: UserCommand
2025-08-19 13:56:44.0818830 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 20: UserCommand
2025-08-19 13:56:44.0823730 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 21: UserCommand
2025-08-19 13:56:44.0831971 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 22: UserCommand
2025-08-19 13:56:44.0836196 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 23: UserCommand
2025-08-19 13:56:44.0842443 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 24: UserCommand
2025-08-19 13:56:44.0846741 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 25: UserCommand
2025-08-19 13:56:44.0850926 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 26: UserCommand
2025-08-19 13:56:44.0854963 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 27: UserCommand
2025-08-19 13:56:44.0858917 UTC: D:\etmbms\vsprojects\profcppbook\ch31.ixx(132): void __cdecl ch31::exercises::ex4::trickyFunction(class ch31::exercises::ex4::ComplicatedClass *): retrieved cmd 28: UserCommand
